type,channel,model,title,date,id (unique),content,category,isDemo
IN-STORE,Conversation,R 1300 RS,Key Features Talking Points Script,2025-05-27,R1300RS_INSTORE_SCRIPT_001,"R 1300 RS Customer Conversation Guide<br><br>Opening: ""The R 1300 RS is the Marathon Racer - it turns every tour into a sports event with persistent excitement mile after mile.""<br><br>Key Points:<br>1. Performance: ""145hp from the 1300cc Boxer engine in our lightest RS ever at 245kg. It's the sportiest, most agile RS we've built.""<br><br>2. Design: ""That iconic BMW split face and dynamic flyline aren't just beautiful - they're functional, improving aerodynamics for high-speed touring.""<br><br>3. Technology: ""Riding Assistant with rear radar keeps you safe. Dynamic ESA adapts to any road. It's race technology for the real world.""<br><br>4. Ergonomics: ""Sportier riding position than ever before, but still comfortable for crossing continents. Lower, wider bars give you control and confidence.""<br><br>5. Versatility: ""From attacking mountain passes to eating up motorway miles - this bike makes every second a celebration of joy.""<br><br>Closing: ""Would you like to experience this persistent excitement yourself? I can arrange an extended test ride.""",Sales guide,FALSE
IN-STORE,Screen,R 1300 RS,Digital Screen Copy,2025-05-27,R1300RS_INSTORE_SCREEN_001,"[Rotating Display]<br><br>Slide 1: R 1300 RS - THE MARATHON RACER<br>""Turn Your Tour Into A Sports Event""<br><br>Slide 2: PURE PERFORMANCE<br>145hp | 149Nm | 245kg<br><br>Slide 3: TECHNOLOGY<br>Dynamic ESA | Riding Assistant | Radar Safety<br><br>Slide 4: PERSISTENT EXCITEMENT<br>Race-Bred Touring Excellence<br><br>Slide 5: TEST RIDE TODAY<br>Ask Our Team",Digital display,FALSE
IN-STORE,Poster,R 1300 RS,POS Financing Template,2025-05-27,R1300RS_INSTORE_FINANCE_001,"MAKE THE R 1300 RS YOURS<br><br>From £[XXX] per month*<br><br>Example Finance:<br>• £[X,XXX] deposit<br>• [X]% APR<br>• [48] monthly payments<br>• Optional final payment<br><br>Plus:<br>✓ 3-year warranty<br>✓ Touring package available<br>✓ BMW Motorrad Service Inclusive<br>✓ Trade-in welcome<br><br>*Subject to status. T&Cs apply.<br><br>Start your marathon today",Finance promotion,FALSE
FOLLOW-UP,Email,R 1300 R,Financing Options Email,2025-05-27,R1300R_FOLLOWUP_EMAIL_001,"Subject: Making your R 1300 R dream a reality\n\nHi [Name],\n\nThank you for your interest in the R 1300 R. I wanted to share some flexible ways to make this incredible machine yours:\n\nFinance Options:\n• HP: From £[XXX]/month with competitive rates\n• PCP: Lower monthly payments with flexibility\n• Personal loan: We work with multiple lenders\n\nCurrent Offers:\n• [£XXX] deposit contribution\n• Complimentary first service\n• Trade-in bonus evaluation\n\nI can create a personalized quote based on your preferences. What works best for your budget?\n\n[CTA: Get My Quote]\n\nBest regards,\n[Dealer name]",Finance follow-up,FALSE
FOLLOW-UP,Email,R 1300 R,Post-Test Ride Follow-Up Email,2025-05-27,R1300R_FOLLOWUP_EMAIL_002,"Subject: How was your R 1300 R experience?\n\nHi [Name],\n\nI hope you enjoyed unleashing the genie yesterday! The R 1300 R certainly shows what 145hp of versatility feels like.\n\nI'm curious - what impressed you most? The sporty handling? The comfortable ergonomics? The instant Boxer torque?\n\nIf you're ready to make it yours:\n• We have [color] available for immediate delivery\n• Special test ride discount of £[XXX] this week only\n• Finance from £[XXX]/month\n\nAny questions about specs, accessories, or options? I'm here to help make this exactly the bike you want.\n\n[CTA: Configure My R 1300 R]\n\nLooking forward to hearing from you!\n\n[Dealer name]",Test ride follow-up,FALSE
FOLLOW-UP,Email,R 1300 R,Special Offer Follow-Up Email,2025-05-27,R1300R_FOLLOWUP_EMAIL_003,"Subject: Exclusive R 1300 R offer ending soon\n\nDear [Name],\n\nI wanted to make sure you didn't miss this - your exclusive R 1300 R offer expires in 48 hours:\n\n🏍️ £[XXX] off RRP\n🏍️ Complimentary Dynamic Package upgrade\n🏍️ 0% finance available*\n🏍️ Enhanced trade-in value\n\nThe R 1300 R is selling fast, and this sexy versatility won't wait around. We currently have:\n• [Color 1] - In stock\n• [Color 2] - 2 weeks delivery\n\nShall we secure yours today?\n\n[CTA: Claim My Offer]\n\n*T&Cs apply",Limited offer,FALSE
FOLLOW-UP,Phone,R 1300 R,Phone Follow-Up Script,2025-05-27,R1300R_FOLLOWUP_PHONE_001,"R 1300 R Phone Follow-Up Script\n\nOpening: ""Hi [Name], it's [Your name] from [Dealership]. I wanted to follow up on your interest in the R 1300 R - do you have a couple of minutes?""\n\nKey Points:\n1. Check interest: ""You were looking at the R 1300 R - what particularly caught your attention about it?""\n\n2. Address concerns: ""Was there anything specific you wanted to know more about?""\n\n3. Create urgency: ""I mention it because we have some great offers this month, including [specific offer].""\n\n4. Test ride: ""Have you had a chance to test ride it yet? The 145hp really comes alive on the road.""\n\n5. Next steps: ""I'd love to help you experience what this bike can do. Can we book you in for [test ride/another look/finance discussion]?""\n\nClosing: ""I'll send you those details by email. Looking forward to seeing you soon!""",Phone script,FALSE
FOLLOW-UP,Email,R 1300 R,Waitlist Update Communication,2025-05-27,R1300R_FOLLOWUP_EMAIL_004,"Subject: Good news about your R 1300 R\n\nDear [Name],\n\nGreat news! A [color] R 1300 R has become available ahead of schedule.\n\nAs you're on our priority list, you have first opportunity to secure this bike:\n• Immediate delivery available\n• Full spec includes [options]\n• Your quoted price of £[XXXX] still valid\n\nThis opportunity won't last long - shall I reserve it for you?\n\n[CTA: Reserve This Bike]\n\nPlease let me know within 24 hours.\n\nBest regards,\n[Dealer name]",Waitlist update,FALSE
FOLLOW-UP,Whatsapp,R 1300 R,Post-Test Ride Follow-Up WhatsApp,2025-05-27,R1300R_FOLLOWUP_WA_001,"Hey [Name]! 👋\n\nHow was the R 1300 R test ride earlier? That Boxer engine is something special, right?\n\nJust so you know:\n✅ Test ride discount (£XXX off) valid this week\n✅ [Color] available now\n✅ Finance from £[XXX]/month\n\nAny questions? Happy to chat! 🏍️",WhatsApp follow-up,FALSE
FOLLOW-UP,SMS,R 1300 R,Post-Test Ride Follow-Up SMS,2025-05-27,R1300R_FOLLOWUP_SMS_001,BMW: Thanks for test riding the R 1300 R today! Your exclusive £[XXX] discount expires [date]. Questions? Call [name] on [number],SMS follow-up,FALSE
FOLLOW-UP,Email,R 1300 RT,Financing Options Email,2025-05-27,R1300RT_FOLLOWUP_EMAIL_001,"Subject: Your path to R 1300 RT command<br><br>Hi [Name],<br><br>Thank you for your interest in the R 1300 RT Commander. Let me show you how to make this ultimate touring machine yours:<br><br>Finance Options:<br>• HP: From £[XXX]/month with competitive rates<br>• PCP: Lower monthly payments with end flexibility<br>• Personal loan: Premium rates for premium riders<br><br>Current Commander Package:<br>• [£XXX] deposit contribution<br>• Complimentary DCA suspension upgrade<br>• 3-year Service Inclusive package<br>• Premium trade-in valuation<br><br>Ready to take command? I'll create your personalized finance solution.<br><br>[CTA: Get My Quote]<br><br>Best regards,<br>[Dealer name]",Finance follow-up,FALSE
FOLLOW-UP,Email,R 1300 RT,Post-Test Ride Follow-Up Email,2025-05-27,R1300RT_FOLLOWUP_EMAIL_002,"Subject: How was your R 1300 RT command experience?<br><br>Hi [Name],<br><br>I hope you enjoyed commanding the R 1300 RT yesterday! The ultimate expertise certainly makes itself known.<br><br>What impressed you most? The serene comfort? The advanced technology? The way it handles despite being so comprehensively equipped?<br><br>If you're ready to take permanent command:<br>• We have [color] available with your preferred options<br>• Commander discount of £[XXX] this week only<br>• Finance from £[XXX]/month<br>• Complimentary Audio Pro upgrade<br><br>Any questions about the technology, comfort options, or specifications? I'm here to ensure your RT is configured perfectly.<br><br>[CTA: Configure My R 1300 RT]<br><br>Looking forward to welcoming you to the command position!<br><br>[Dealer name]",Test ride follow-up,FALSE
FOLLOW-UP,Email,R 1300 RT,Special Offer Follow-Up Email,2025-05-27,R1300RT_FOLLOWUP_EMAIL_003,"Subject: Your R 1300 RT command awaits - exclusive offer ending<br><br>Dear [Name],<br><br>Don't let this command position slip away - your exclusive R 1300 RT offer expires in 48 hours:<br><br>🏍️ £[XXX] off RRP<br>🏍️ Complimentary DCA suspension (worth £[XXX])<br>🏍️ Audio Pro upgrade included<br>🏍️ 0% finance available*<br>🏍️ Priority delivery position<br><br>The Commander is our most sophisticated RT ever. We currently have:<br>• [Color 1] - Ready for immediate command<br>• [Color 2] - 4 weeks delivery<br><br>Ready to take your position?<br><br>[CTA: Secure My RT]<br><br>*T&Cs apply",Limited offer,FALSE
FOLLOW-UP,Phone,R 1300 RT,Phone Follow-Up Script,2025-05-27,R1300RT_FOLLOWUP_PHONE_001,"R 1300 RT Phone Follow-Up Script<br><br>Opening: ""Hi [Name], it's [Your name] from [Dealership]. I wanted to follow up on your interest in the R 1300 RT Commander - do you have a moment?""<br><br>Key Points:<br>1. Check needs: ""You were looking at the RT - are you planning long-distance touring or looking for ultimate daily comfort?""<br><br>2. Address technology: ""Did you have any questions about the Riding Assistant or other technology features?""<br><br>3. Create urgency: ""We have an exceptional offer this month including complimentary DCA suspension worth £[XXX].""<br><br>4. Test ride: ""Have you experienced the RT's full command capabilities yet? The technology really needs to be experienced.""<br><br>5. Next steps: ""I'd love to help you configure your perfect touring command center. Can we schedule [extended test/specification session]?""<br><br>Closing: ""I'll send you the full technology guide by email. Looking forward to putting you in command!""",Phone script,FALSE
FOLLOW-UP,Email,R 1300 RT,Waitlist Update Communication,2025-05-27,R1300RT_FOLLOWUP_EMAIL_004,"Subject: Your R 1300 RT command position is ready!<br><br>Dear [Name],<br><br>Outstanding news! A fully-specified [color] R 1300 RT has become available - your command position awaits.<br><br>As you're on our priority list, you have first opportunity:<br>• Immediate delivery available<br>• Includes DCA suspension and Audio Pro<br>• Your quoted price of £[XXXX] secured<br>• Full warranty from today<br><br>This Commander won't wait - shall I prepare your throne?<br><br>[CTA: Claim My RT]<br><br>Please confirm within 24 hours.<br><br>Best regards,<br>[Dealer name]",Waitlist update,FALSE
FOLLOW-UP,Whatsapp,R 1300 RT,Post-Test Ride Follow-Up WhatsApp,2025-05-27,R1300RT_FOLLOWUP_WA_001,"Hey [Name]! 👋<br><br>How was commanding the R 1300 RT? That supreme comfort and technology is impressive, right?<br><br>Quick reminder:<br>✅ Test ride discount (£XXX off) valid this week<br>✅ [Color] with DCA available now<br>✅ Finance from £[XXX]/month<br>✅ Free Audio Pro upgrade!<br><br>Ready to take command? 👑",WhatsApp follow-up,FALSE
FOLLOW-UP,SMS,R 1300 RT,Post-Test Ride Follow-Up SMS,2025-05-27,R1300RT_FOLLOWUP_SMS_001,BMW: Thanks for test riding the R 1300 RT! Your £[XXX] discount + free DCA suspension expires [date]. Call [name] on [number],SMS follow-up,FALSE
FOLLOW-UP,Email,R 1300 RS,Post-Test Ride Follow-Up Email,2025-05-27,R1300RS_FOLLOWUP_EMAIL_001,"Subject: Making your R 1300 RS marathon a reality<br><br>Hi [Name],<br><br>Thank you for your interest in the R 1300 RS Marathon Racer. I wanted to share flexible ways to start your sporting tour adventure:<br><br>Finance Options:<br>• HP: From £[XXX]/month with competitive rates<br>• PCP: Lower monthly payments with flexibility<br>• Personal loan: We work with touring-friendly lenders<br><br>Current Offers:<br>• [£XXX] deposit contribution<br>• Complimentary Touring Package upgrade<br>• Enhanced trade-in valuation<br><br>Ready to turn your touring dreams into reality? I can create a personalized quote.<br><br>[CTA: Get My Quote]<br><br>Best regards,<br>[Dealer name]",Finance follow-up,FALSE
FOLLOW-UP,Email,R 1300 RS,Special Offer Follow-Up Email,2025-05-27,R1300RS_FOLLOWUP_EMAIL_003,"Subject: Your R 1300 RS adventure awaits - offer ending soon<br><br>Dear [Name],<br><br>Don't let this opportunity race away - your exclusive R 1300 RS offer expires in 48 hours:<br><br>🏍️ £[XXX] off RRP<br>🏍️ Complimentary Touring Package (worth £[XXX])<br>🏍️ 0% finance available*<br>🏍️ Priority delivery slot<br><br>The Marathon Racer is in high demand. We currently have:<br>• [Color 1] - Ready for delivery<br>• [Color 2] - 3 weeks wait<br><br>Ready to start your sporting tour adventure?<br><br>[CTA: Claim My Offer]<br><br>*T&Cs apply",Limited offer,FALSE
FOLLOW-UP,Phone,R 1300 RS,Phone Follow-Up Script,2025-05-27,R1300RS_FOLLOWUP_PHONE_001,"R 1300 RS Phone Follow-Up Script<br><br>Opening: ""Hi [Name], it's [Your name] from [Dealership]. I wanted to follow up on your interest in the R 1300 RS Marathon Racer - do you have a couple of minutes?""<br><br>Key Points:<br>1. Check interest: ""You were looking at the R 1300 RS - what kind of riding adventures are you planning?""<br><br>2. Address needs: ""Are you looking for more sporty performance or touring capability? The RS delivers both brilliantly.""<br><br>3. Create urgency: ""We have some excellent offers this month, including a complimentary Touring Package worth £[XXX].""<br><br>4. Test ride: ""Have you experienced the RS yet? An extended test ride really shows its marathon capabilities.""<br><br>5. Next steps: ""I'd love to help you configure your perfect touring sports bike. Can we book you in for [extended test/specification discussion]?""<br><br>Closing: ""I'll send you those details by email. Looking forward to starting your marathon journey!""",Phone script,FALSE
FOLLOW-UP,Email,R 1300 RS,Waitlist Update Communication,2025-05-27,R1300RS_FOLLOWUP_EMAIL_004,"Subject: Your R 1300 RS has arrived early!<br><br>Dear [Name],<br><br>Fantastic news! A [color] R 1300 RS has arrived ahead of schedule - your marathon can begin sooner than expected.<br><br>As you're on our priority list, you have first opportunity:<br>• Immediate delivery available<br>• Full Touring Package included<br>• Your quoted price of £[XXXX] honored<br><br>This Marathon Racer won't wait long - shall I prepare it for you?<br><br>[CTA: Reserve This Bike]<br><br>Please confirm within 24 hours.<br><br>Best regards,<br>[Dealer name]",Waitlist update,FALSE
FOLLOW-UP,Whatsapp,R 1300 RS,Post-Test Ride Follow-Up WhatsApp,2025-05-27,R1300RS_FOLLOWUP_WA_001,"Hey [Name]! 👋<br><br>How was the R 1300 RS test ride? That persistent excitement is addictive, right?<br><br>Just so you know:<br>✅ Test ride discount (£XXX off) valid this week<br>✅ [Color] in stock now<br>✅ Finance from £[XXX]/month<br>✅ Free Touring Package this month!<br><br>Ready to start your marathon? 🏁",WhatsApp follow-up,FALSE
FOLLOW-UP,SMS,R 1300 RS,Post-Test Ride Follow-Up SMS,2025-05-27,R1300RS_FOLLOWUP_SMS_001,BMW: Thanks for test riding the R 1300 RS! Your £[XXX] discount + free Touring Package expires [date]. Call [name] on [number],SMS follow-up,FALSE
WELCOME,Email,R 1300 R,New Owner Welcome Email,2025-05-27,R1300R_WELCOME_EMAIL_001,"Subject: Welcome to the R 1300 R family!\n\nDear [Name],\n\nCongratulations on your new R 1300 R! The genie is now yours to command.\n\nWhat's next:\n• Delivery scheduled for [date] at [time]\n• Pre-delivery inspection underway\n• Your bike is being detailed to perfection\n\nIncluded with your R 1300 R:\n• 3-year manufacturer warranty\n• 24/7 BMW Motorrad breakdown assistance\n• Owner's handbook and service records\n• BMW Motorrad app access\n\nWe'll call you 24 hours before delivery to confirm everything.\n\nWelcome to the family!\n\n[Dealer name]\n[Contact details]",New owner welcome,FALSE
WELCOME,SMS,R 1300 R,New Owner Welcome SMS,2025-05-27,R1300R_WELCOME_SMS_001,BMW: Congratulations on your R 1300 R purchase! Delivery confirmed for [date]. We'll call tomorrow to finalize details. Welcome to BMW Motorrad!,Welcome confirmation,FALSE
WELCOME,Email,R 1300 R,Accessory Promotion Email,2025-05-27,R1300R_WELCOME_EMAIL_002,"Subject: Complete your R 1300 R experience\n\nHi [Name],\n\nYour R 1300 R is almost ready! While we prepare your bike, here are the most popular accessories other R 1300 R owners love:\n\nTop Picks:\n• Sport Screen - Enhanced wind protection (£[XXX])\n• Tank Bag (Strapless) - 17L extra storage (£[XXX])\n• Heated Grips - Year-round comfort (£[XXX])\n• Frame Sliders - Protection meets style (£[XXX])\n\nExclusive Offer: Order before delivery and save 15% plus free fitting!\n\n[CTA: Browse All Accessories]\n\nWant to discuss options? Call me on [number].\n\n[Dealer name]",Accessory upsell,FALSE
WELCOME,Email,R 1300 R,In-Store Delivery Email,2025-05-27,R1300R_WELCOME_EMAIL_003,"Subject: Your R 1300 R is ready!\n\nDear [Name],\n\nThe moment has arrived - your R 1300 R is ready for collection!\n\nDelivery Details:\n📅 Date: [Date]\n⏰ Time: [Time]\n📍 Location: [Dealership address]\n\nWhat to bring:\n• Driving license\n• Insurance documents\n• Payment balance (if applicable)\n• Your camera - you'll want photos!\n\nWhat we'll cover:\n• Full bike walkthrough\n• Technology demonstration\n• First service scheduling\n• BMW Motorrad app setup\n• Your first ride!\n\nCan't wait to see your face when you fire up that Boxer engine!\n\n[Dealer name]",Delivery notification,FALSE
WELCOME,Whatsapp,R 1300 R,In-Store Delivery Whatsapp,2025-05-27,R1300R_WELCOME_WA_001,🎉 IT'S HERE! Your R 1300 R is ready!\n\n📅 Collection: [Date] at [Time]\n📍 Location: [Dealership]\n\nBring:\n✓ License\n✓ Insurance docs\n✓ Big smile 😄\n\nCan't wait to hand over the keys! Any questions before the big day?,Delivery alert,FALSE
WELCOME,SMS,R 1300 R,In-Store Delivery SMS,2025-05-27,R1300R_WELCOME_SMS_001,BMW: Your R 1300 R is ready! Collection scheduled [date] at [time]. Please bring license & insurance. Reply to confirm. See you soon!,Delivery confirmation,FALSE
WELCOME,Email,R 1300 RT,New Owner Welcome Email,2025-05-27,R1300RT_WELCOME_EMAIL_001,"Subject: Welcome to R 1300 RT command!<br><br>Dear [Name],<br><br>Congratulations on your new R 1300 RT! You've joined an exclusive group of riders who command the ultimate in touring expertise.<br><br>What's next:<br>• Delivery scheduled for [date] at [time]<br>• Pre-delivery inspection underway<br>• Your Commander is being prepared to perfection<br><br>Included with your R 1300 RT:<br>• 3-year manufacturer warranty<br>• 24/7 BMW Motorrad worldwide assistance<br>• Audio System 2.0 fully configured<br>• Owner's handbook and technology guide<br>• BMW Motorrad Connected app premium<br>• Complimentary first-year map updates<br><br>We'll call 24 hours before delivery to confirm everything.<br><br>Welcome to the command position!<br><br>[Dealer name]<br>[Contact details]",New owner welcome,FALSE
WELCOME,SMS,R 1300 RT,New Owner Welcome SMS,2025-05-27,R1300RT_WELCOME_SMS_001,BMW: Congratulations on your R 1300 RT purchase! Your Commander delivery confirmed for [date]. Welcome to ultimate expertise!,Welcome confirmation,FALSE
WELCOME,Email,R 1300 RT,Accessory Promotion Email,2025-05-27,R1300RT_WELCOME_EMAIL_002,"Subject: Complete your R 1300 RT command center<br><br>Hi [Name],<br><br>Your Commander is almost ready! While we prepare your RT, here are the accessories that perfect the command experience:<br><br>Command Essentials:<br>• Variable Electronic Luggage - Ultimate capacity (£[XXX])<br>• Comfort Passenger Package - Royal treatment (£[XXX])<br>• Audio Pro Speakers - Concert quality (£[XXX])<br>• Additional Wind Deflectors - Perfect climate (£[XXX])<br>• Chrome Package - Distinguished presence (£[XXX])<br><br>Exclusive Offer: Order before delivery for 20% off plus free expert fitting!<br><br>[CTA: Browse RT Accessories]<br><br>Let's perfect your command center together.<br><br>[Dealer name]",Accessory upsell,FALSE
WELCOME,Email,R 1300 RT,In-Store Delivery Email,2025-05-27,R1300RT_WELCOME_EMAIL_003,"Subject: Your R 1300 RT Commander awaits!<br><br>Dear [Name],<br><br>The moment of command has arrived - your R 1300 RT is ready for collection!<br><br>Delivery Details:<br>📅 Date: [Date]<br>⏰ Time: [Time]<br>📍 Location: [Dealership address]<br><br>What to bring:<br>• Driving license<br>• Insurance documents<br>• Payment balance (if applicable)<br>• Your touring plans - we'd love to hear them!<br><br>What we'll cover:<br>• Complete technology walkthrough<br>• Audio system personalization<br>• Riding Assistant configuration<br>• First service scheduling<br>• BMW Connected app setup<br>• Your maiden voyage!<br><br>Can't wait to hand over command of this ultimate machine!<br><br>[Dealer name]",Delivery notification,FALSE
WELCOME,Whatsapp,R 1300 RT,In-Store Delivery Whatsapp,2025-05-27,R1300RT_WELCOME_WA_001,"🎉 YOUR COMMANDER IS READY! 👑<br><br>📅 Collection: [Date] at [Time]<br>📍 Location: [Dealership]<br><br>Bring:<br>✓ License<br>✓ Insurance docs<br>✓ Ready to command! 🏍️<br><br>We'll set up all your tech and audio. See you soon, Commander!",Delivery alert,FALSE
WELCOME,SMS,R 1300 RT,In-Store Delivery SMS,2025-05-27,R1300RT_WELCOME_SMS_001,BMW: Your R 1300 RT Commander ready! Collection [date] at [time]. Bring license & insurance. Reply to confirm. Take command!,,FALSE
WELCOME,Email,R 1300 RS,New Owner Welcome Email,2025-05-27,R1300RS_WELCOME_EMAIL_001,"Subject: Welcome to the R 1300 RS marathon family!<br><br>Dear [Name],<br><br>Congratulations on your new R 1300 RS! Your Marathon Racer awaits, ready to turn every tour into a sports event.<br><br>What's next:<br>• Delivery scheduled for [date] at [time]<br>• Pre-delivery inspection underway<br>• Your touring sports bike is being prepared<br><br>Included with your R 1300 RS:<br>• 3-year manufacturer warranty<br>• 24/7 BMW Motorrad European breakdown cover<br>• Owner's handbook and touring guide<br>• BMW Motorrad Connected app access<br>• First year's European maps update<br><br>We'll call you 24 hours before delivery to confirm.<br><br>Welcome to the marathon family!<br><br>[Dealer name]<br>[Contact details]",New owner welcome,FALSE
WELCOME,SMS,R 1300 RS,New Owner Welcome SMS,2025-05-27,R1300RS_WELCOME_SMS_001,BMW: Congratulations on your R 1300 RS purchase! Your Marathon Racer delivery confirmed for [date]. Welcome to BMW Motorrad!,Welcome confirmation,FALSE
WELCOME,Email,R 1300 RS,Accessory Promotion Email,2025-05-27,R1300RS_WELCOME_EMAIL_002,"Subject: Complete your R 1300 RS touring setup<br><br>Hi [Name],<br><br>Your Marathon Racer is almost ready! While we prepare your RS, here are the touring essentials other RS owners recommend:<br><br>Touring Essentials:<br>• Variable Luggage System - Expandable storage (£[XXX])<br>• High Touring Windshield - Ultimate protection (£[XXX])<br>• Comfort Seat - Long-distance luxury (£[XXX])<br>• GPS Mount - Never miss a turn (£[XXX])<br>• Tank Bag (Strapless) - Easy access storage (£[XXX])<br><br>Exclusive Offer: Order before delivery and save 15% plus free fitting!<br><br>[CTA: Browse Touring Accessories]<br><br>Planning any tours? I'd love to help optimize your setup.<br><br>[Dealer name]",Accessory upsell,FALSE
WELCOME,Email,R 1300 RS,In-Store Delivery Email,2025-05-27,R1300RS_WELCOME_EMAIL_003,"Subject: Your R 1300 RS Marathon Racer is ready!<br><br>Dear [Name],<br><br>The moment has arrived - your R 1300 RS is ready for collection!<br><br>Delivery Details:<br>📅 Date: [Date]<br>⏰ Time: [Time]<br>📍 Location: [Dealership address]<br><br>What to bring:<br>• Driving license<br>• Insurance documents<br>• Payment balance (if applicable)<br>• Your touring plans - we'd love to hear them!<br><br>What we'll cover:<br>• Complete bike walkthrough<br>• Technology & touring features demo<br>• First service scheduling<br>• BMW Motorrad Connected app setup<br>• Your first marathon mile!<br><br>Can't wait to see you start your sporting tour adventure!<br><br>[Dealer name]",Delivery notification,FALSE
WELCOME,Whatsapp,R 1300 RS,In-Store Delivery Whatsapp,2025-05-27,R1300RS_WELCOME_WA_001,🎉 YOUR MARATHON BEGINS! R 1300 RS ready!<br><br>📅 Collection: [Date] at [Time]<br>📍 Location: [Dealership]<br><br>Bring:<br>✓ License<br>✓ Insurance docs<br>✓ Touring spirit 🏁<br><br>Ready to turn your first tour into a sports event? See you soon!,Delivery alert,FALSE
WELCOME,SMS,R 1300 RS,In-Store Delivery SMS,2025-05-27,R1300RS_WELCOME_SMS_001,BMW: Your R 1300 RS Marathon Racer is ready! Collection [date] at [time]. Bring license & insurance. Reply to confirm. Let's ride!,Delivery confirmation,FALSE